Gene Symbol	DMSO_A	DMSO_B	DMSO_C	AZA_2h_A	AZA_2h_B	AZA_2h_C	AZA_48h_C	AZA_48h_B	AZA_48h_C			
Gm38331	0	0	0	0	0	0	0	0	0			
Lhx4	190	117	155	209	160	160	224	240	295			
Gm37089	0	0	0	0	0	0	0	0	0			
Stat4	0	0	0	0	0	0	0	0	0			
Gm28177	0	2	0	0	0	6	0	0	2			
Gm3940	0	0	2	0	0	0	1	2	0			
Gm31812	20	24	16	10	20	16	5	6	8			
Qsox1	7412	7515	7057	8868	8984	8307	7244	7858	8750			
Gm37539	3	0	1	3	1	1	1	0	2			
Gm37571	0	0	2	0	0	0	0	0	0			
Sulf1	6	6	10	14	8	12	12	14	16			
Cep350	3317	3120	3050	3306	3291	3482	2406	2817	3133			
Gm38038	0	0	0	0	0	0	0	0	0			
Gm36934	0	0	0	0	0	0	0	0	0			
Gm37383	0	2	0	0	0	1	0	0	0			
Gm23744	0	0	0	0	0	0	0	0	0			
Gm9694	10	10	12	10	4	6	2	2	4			
Coq8a	440	500	417	554	444	387	431	402	464			
Gm37336	2	0	0	0	0	0	0	0	2			
Slco5a1	529	531	448	429	544	441	454	517	539			
Agfg1	5058	5185	4384	5234	4780	4614	3917	4344	4805			
Gm37162	0	0	0	0	0	0	0	0	0			
Gm5250	0	0	0	0	0	0	0	0	0			
Gm29283	0	0	0	0	0	0	0	0	0			
A030005L19Rik	0	2	1	3	3	4	4	0	2			
A030014E15Rik	0	0	0	0	0	1	0	0	0			
Gm6217	0	0	0	0	0	0	0	0	0			
A030003K21Rik	0	0	0	0	0	0	0	0	0			
Prdm14	2	0	0	0	6	2	2	0	0			
Gm7544	0	0	0	0	0	0	0	0	0			
Gm47955	0	0	0	0	0	0	0	0	0			
Gm47959	0	0	0	0	0	0	0	0	0			
Gm7553	0	0	0	0	0	0	0	0	0			
Slc19a3	0	2	0	0	2	0	0	0	2			
Gm7539	4	2	0	1	0	2	1	1	1			
Krtap28-10	0	0	0	0	0	0	0	0	0			
Gm47969	0	0	0	0	0	0	0	0	0			
A030005K14Rik	0	0	0	0	0	0	0	0	0			
Krtap28-13	0	0	0	0	0	0	0	2	0			
Gm29518	0	0	0	0	0	0	0	0	0			
Ccl20	0	0	0	0	0	0	0	0	0			
Gm29519	0	0	0	0	0	0	0	0	0			
Clasp1	10563	10087	9276	9012	8849	9550	8323	8972	10082			
Gm26080	0	0	0	0	0	0	0	0	0			
2900060B14Rik	0	0	1	0	4	0	0	2	1			
Rnu4atac	0	0	0	0	0	0	0	0	0			
Gm28466	0	0	0	0	0	0	0	0	0			
Daw1	2	0	0	0	1	0	3	4	6			
Gm6244	1	0	0	0	0	1	0	0	3			
5S_rRNA	0	0	0	0	0	0	0	0	0			
Tor1aip1	3735	3737	3554	4555	4518	4584	2828	3096	3585			
9430034N14Rik	32	32	21	4	37	23	12	16	14			
Tfcp2l1	8	8	14	14	22	7	43	44	34			
5S_rRNA	0	0	0	0	0	0	0	0	0			
Gm28882	0	0	0	0	0	0	0	0	0			
Gm23497	0	0	0	0	0	0	0	0	0			
Gm28467	0	0	0	0	0	0	0	0	0			
Psen2	320	290	233	406	372	330	319	354	381			
Gm31728	2	0	1	5	9	6	0	7	3			
Gm5069	4	1	4	6	5	6	0	2	7			
Sphkap	78	84	68	103	76	86	148	172	202			
Gm6374	0	0	1	0	0	0	0	0	0			
Gm37517	0	0	0	0	0	0	0	0	0			
Gm37989	0	0	0	0	0	0	0	0	0			
4933436I20Rik	0	0	0	0	0	0	0	0	0			
Itpkb	263	274	207	310	322	317	233	230	291			
Gm37033	0	0	0	0	0	0	2	0	0			
Gm24555	0	0	0	0	0	0	0	0	0			
Gm37390	0	0	0	0	0	0	0	0	0			
Gm36933	0	0	0	0	0	0	0	0	0			
Stum	8	14	14	20	18	22	16	24	32			
Gm37984	0	0	0	0	0	0	0	0	0			
Gm37267	0	0	0	0	0	0	0	0	0			
Pid1	1029	1006	895	1058	1022	914	842	845	922			
Tor1aip2	7800	7395	6642	7743	7354	7010	5882	6212	7226			
Gm37058	0	0	0	0	0	0	0	0	0			
Gm18304	0	0	0	0	0	0	0	0	0			
Mir6353	0	0	0	0	0	0	0	0	0			
Fam163a	0	0	0	0	0	1	0	0	0			
Gm38113	0	0	0	0	0	0	0	0	0			
Gli2	12110	11674	11024	11387	12067	11785	7358	8273	9301			
Mir6346	0	0	0	0	0	0	0	0	0			
Gm26831	49	44	45	54	41	22	19	20	25			
Gm8321	0	0	0	0	0	0	0	0	0			
Gm3508	0	0	1	0	1	2	1	0	1			
Gm29456	0	0	0	1	0	0	0	0	0			
Gm29455	0	2	2	6	0	2	0	6	4			
Inhbb	104	72	100	141	102	107	205	245	208			
Dner	2205	2202	1783	1528	1494	1495	1679	1845	2078			
Gm37959	0	1	0	0	0	2	0	9	0			
Gm37925	0	0	0	0	0	0	0	0	0			
Ncoa2	4030	3982	3499	3639	3621	3641	2450	2649	3073			
Mir5126	0	0	0	0	0	0	0	0	0			
Ralb	828	892	792	766	804	852	950	1085	1139			
Gm29454	0	0	0	0	0	0	0	0	0			
Gm38376	0	0	2	0	0	0	0	0	0			
Gm27184	13	11	7	10	12	11	8	6	14			
Gm37409	0	0	0	0	0	0	0	0	0			
Gm38223	0	0	0	0	0	0	0	0	0			
Tmem185b	1662	1676	1494	1744	1535	1584	1429	1629	1696			
Gm37702	0	0	0	0	0	0	0	0	0			
Gm23169	0	0	0	0	0	0	0	0	0			
3830432H09Rik	31	12	21	26	21	32	23	14	16			
Gm38120	2	0	0	2	1	5	0	0	0			
Gm25322	0	0	0	2	0	0	0	0	0			
Gm38380	0	0	0	0	2	2	0	0	2			
Gm29570	0	0	0	0	0	0	0	0	0			
Gm7593	0	0	0	0	0	0	0	0	0			
Tdrd5	2	0	2	0	0	0	0	0	0			
A430050A11Rik	0	0	0	0	0	0	0	0	0			
4930518J20Rik	0	0	0	0	0	0	0	0	0			
Nphs2	0	0	0	0	0	0	0	0	0			
Parp1	24720	24712	22754	23765	24088	23259	17478	19063	21155			
Tram1	3180	3324	2902	3057	2894	2595	2568	3045	3433			
Mir6904	11	3	5	2	9	0	1	1	9			
Lactb2	1183	1216	1235	1153	1158	1065	832	950	1156			
Gm38319	2	1	4	4	4	2	6	0	6			
Xkr9	1	0	0	0	2	0	0	0	0			
Gm26273	0	0	0	0	0	0	0	0	0			
Gm5523	2	0	2	0	0	2	2	2	0			
Gm36947	0	0	0	0	0	0	0	0	0			
7SK	0	0	0	0	0	0	0	0	0			
Gm37400	0	0	0	0	0	0	0	0	0			
Axdnd1	4	4	4	2	0	0	2	0	12			
Gm2000	165	135	132	100	150	149	132	96	151			
Soat1	681	751	602	809	679	750	855	931	1041			
Gm37648	0	0	0	0	0	0	0	0	0			
Csnk2a1-ps3	72	76	57	67	87	56	79	74	105			
Lin9	2160	2217	1967	2598	2377	2264	1757	1811	2185			
Mixl1	0	0	2	0	0	0	4	4	6			
Gm8101	0	0	0	1	0	0	0	0	0			
Acbd3	2783	2605	2379	2951	2855	2762	2134	2388	2704			
Gm37768	2	0	0	2	0	0	0	2	0			
Gm38293	9	7	24	21	13	7	21	9	25			
Abl2	6239	6020	5613	6593	6696	6694	5400	5846	6786			
Gm38043	2	0	1	0	4	4	10	6	4			
Trip12	15365	15101	13594	14432	14716	14212	12474	13690	15858			
Gm38374	2	0	0	0	0	0	0	0	1			
Gm37738	0	0	0	2	2	0	0	4	0			
Fbxo36	68	76	63	55	37	46	35	60	71			
Slc16a14	71	73	76	88	116	145	57	76	65			
Gm15433	0	0	0	0	0	1	0	0	2			
Gm29284	0	0	0	0	0	0	0	0	0			
Stat1	260	236	240	255	227	221	256	256	301			
Epb41l5	3303	3018	2934	3196	3109	3071	2497	2860	3303			
Gm18301	0	0	0	0	0	0	0	0	0			
Gm37219	0	0	0	0	0	0	0	0	0			
Tor3a	320	385	305	317	301	325	526	620	644			
H3f3a	37430	37955	35972	48087	42771	40088	29400	33208	35469			
H3f3aos	195	155	189	259	219	247	159	140	155			
Gm24836	0	0	0	1	2	0	0	0	0			
Sde2	3931	3963	3714	5075	5003	4613	3679	3807	4234			
C130026I21Rik	0	0	0	1	2	0	6	0	2			
Gm20305	0	0	0	0	6	0	0	0	0			
Rpl19-ps1	6	11	8	8	11	6	9	3	6			
Gm7582	0	0	0	0	0	0	0	0	0			
Gm18036	0	0	0	0	0	0	0	0	0			
Gm53056	0	0	0	0	0	0	0	0	0			
Gm2389	0	0	0	0	0	0	0	0	0			
Fam20b	3353	3416	2882	3709	3268	3157	3068	3177	3369			
Gm19918	2	6	1	0	0	2	0	0	0			
Gm15428	9	18	11	3	11	8	2	9	6			
Gm18342	0	0	0	0	0	0	0	0	0			
Lefty2	2	6	4	0	4	12	2	8	8			
Eya1	8	4	10	8	12	6	6	4	6			
Gm37444	0	0	0	0	0	0	0	0	0			
Gm9947	0	1	0	0	0	0	0	0	0			
A530032D15Rik	0	0	0	2	0	0	2	2	0			
Gm10553	0	0	0	0	0	0	0	0	0			
Pycr2	4426	4608	3982	5095	4699	4529	3391	3704	3976			
Msc	0	0	0	0	0	0	2	0	0			
Gm37412	0	0	0	0	0	0	0	0	0			
Smt3h2-ps4	0	3	0	5	14	4	0	0	2			
Lefty1	4	18	8	16	12	14	10	26	18			
Rpl5-ps1	15	6	17	11	14	12	9	11	13			
A530040E14Rik	0	0	0	0	0	0	0	0	0			
Gm16038	0	0	0	0	0	0	0	0	0			
Gm52951	0	0	0	0	0	0	0	0	0			
Gm6264	0	0	0	0	0	0	0	0	0			
Gm7609	0	0	0	0	0	2	2	0	0			
Gm52950	0	0	0	0	0	0	0	0	0			
Gm16028	0	0	0	0	0	0	0	0	0			
Ptpn4	4075	4045	3486	4032	3804	3684	2995	3312	4106			
Gm3851	0	0	1	2	1	9	2	0	2			
Gm37745	0	2	0	0	11	0	2	4	0			
Gm16026	0	0	0	0	0	0	2	2	0			
Gm29657	0	0	0	0	0	0	0	0	0			
Gm2619	0	0	0	0	0	0	0	0	0			
Gm8338	0	0	0	0	0	0	0	0	0			
Gm29658	0	0	0	0	0	0	0	0	0			
Gm16025	0	0	0	0	0	0	4	0	2			
Gm3551	0	0	0	0	2	2	0	0	0			
Gm7281	0	0	0	0	0	0	0	0	0			
Gm28209	20	16	9	24	23	19	27	14	32			
Gm52955	0	0	0	0	0	0	0	0	0			
Tmem177	1730	1598	1500	1741	1423	1529	1119	1172	1398			
Gm2427	0	0	2	0	3	0	0	0	0			
Gm16092	17	16	30	26	24	34	26	27	19			
Gm7592	0	2	0	0	2	0	0	2	0			
G530012D18Rik	0	0	0	0	0	0	0	0	0			
Trpa1	0	1	0	0	0	0	0	0	0			
Gm26345	0	0	0	0	0	0	0	0	0			
Gm10566	2	2	0	0	2	0	0	0	0			
Kcnb2	257	270	299	278	223	244	115	117	153			
Gm38116	0	0	0	0	0	0	0	0	0			
Gm37138	0	0	0	0	0	0	0	0	0			
Gm25227	0	0	0	0	0	0	0	0	0			
Gm25168	0	0	0	0	0	0	0	0	0			
Tmem63a	203	232	167	273	225	197	204	231	284			
Gm6060	0	1	0	0	0	0	0	0	0			
Gm28669	0	0	0	0	0	0	0	0	0			
2210411M09Rik	0	0	0	0	0	0	0	0	0			
Gm36961	0	0	0	0	0	0	0	0	0			
Cfap221	4	0	0	0	0	0	0	0	0			
Gm17973	0	0	0	0	0	0	0	0	0			
Sp110	0	0	0	0	0	0	0	0	0			
Gm16094	0	0	0	0	0	0	0	0	0			
Terf1	1990	1907	1661	1927	1888	1926	1681	1762	2067			
Gm37509	2	14	2	4	6	2	4	5	6			
Sctr	0	0	0	0	0	0	0	2	4			
Ephx1	18	24	17	4	22	32	44	16	40			
Tmem37	0	0	0	0	0	6	0	0	0			
Gm37431	0	0	0	0	0	0	0	0	0			
Gm37086	0	0	0	0	0	0	0	0	0			
Sbspon	22	24	21	25	16	36	17	15	14			
7SK	0	0	0	0	0	0	0	0	0			
Gm7634	0	0	0	0	0	0	0	0	0			
9130409I23Rik	0	8	2	0	0	4	4	4	2			
Gm17967	0	0	0	2	6	4	0	0	2			
Gm37406	0	0	0	0	0	0	0	0	0			
Gm6606	0	0	0	0	0	0	0	0	0			
Sp140	0	0	0	0	2	0	2	0	0			
4930444P10Rik	59	46	47	30	48	26	56	50	58			
Gm10552	0	0	0	0	0	0	0	0	0			
Gm17017	6	11	14	7	4	2	12	15	8			
Rpl7	68844	70865	63574	78782	71047	67776	61476	68942	76103			
Nvl	7776	7169	6697	6875	6924	6573	5626	6144	7422			
Fgfr3-ps	2	2	0	3	4	3	4	0	0			
Rdh10	575	530	558	810	647	681	598	652	561			
Gm38249	0	0	0	0	0	0	0	0	0			
Gm28095	0	0	0	0	0	0	0	0	0			
Cnih4	2771	3017	2645	3230	2814	2895	2293	2489	2621			
Gls	6623	6549	5704	5742	5426	5063	5427	5740	6773			
Gm5975	0	0	0	0	0	0	0	0	0			
Gm23460	0	0	0	0	0	0	0	0	0			
Nab1	1737	1797	1597	1476	1344	1444	1309	1377	1605			
Gm5976	0	0	0	0	0	0	0	0	0			
Rps27a-ps1	2	1	0	4	1	3	2	2	4			
Gm53065	0	0	0	0	0	0	0	0	0			
Gm28178	0	0	0	0	0	0	0	0	0			
Gm5527	4	3	5	2	2	1	4	2	5			
En1	513	479	443	559	539	463	345	431	499			
2610027F03Rik	0	0	0	0	1	2	0	0	0			
Gm29346	0	0	0	0	0	0	0	0	0			
Gm29345	0	0	0	0	0	0	0	0	0			
Gm29344	0	0	0	0	0	0	0	0	0			
Gm29348	0	0	0	0	0	0	0	0	0			
Gm29347	0	0	0	0	0	0	0	0	0			
Gm37043	0	0	0	0	0	0	0	0	0			
Celrr	0	0	0	0	0	0	0	2	0			
Gm29359	0	0	0	0	0	0	0	0	0			
Gm38283	0	0	0	0	0	0	0	0	0			
Nemp2	622	765	738	847	764	658	439	479	745			
Gm37242	0	2	2	0	2	0	0	0	0			
Wdr26	13346	12891	11872	12883	12778	12379	10741	11286	13163			
Insig2	1227	1357	1272	1370	1331	1330	1148	1101	1258			
Gm37174	28	39	37	19	28	28	21	25	44			
A430110L20Rik	8	20	10	14	9	20	12	20	6			
2210011K15Rik	19	28	19	18	16	16	6	7	16			
Rpl35a-ps2	113	111	85	90	77	95	94	91	110			
Gm8146	2	0	2	0	4	2	2	2	3			
Mfsd6	231	276	270	283	280	242	247	264	274			
Gm29670	0	0	0	0	0	0	0	0	0			
Gm28650	0	0	0	0	1	0	0	0	0			
Cnih3	236	288	265	418	368	300	258	296	325			
2900069G24Rik	0	0	0	0	0	0	0	0	0			
Gm16547	0	0	0	0	0	0	0	0	0			
Gm16539	0	0	0	0	0	0	0	0	0			
Inpp1	616	714	584	712	570	655	575	525	607			
Ccdc121	0	0	0	0	0	0	10	6	6			
Hibch	1050	1172	945	1122	1036	1028	755	865	909			
Gm16107	0	0	0	0	0	0	0	0	0			
Ccdc93	4053	3757	3569	3886	3842	3940	3288	3513	4176			
Gm15392	0	1	0	0	0	0	0	0	1			
Gm15393	0	0	0	0	0	0	0	0	0			
Htr5b	10	7	8	8	7	19	9	10	18			
Gm8217	0	0	0	0	0	0	0	0	0			
1700019D03Rik	30	23	22	33	14	26	22	42	46			
Mstn	0	4	0	6	0	0	2	4	2			
Gm24349	0	0	0	0	0	0	0	0	0			
Dnah14	39	51	45	59	45	35	83	77	137			
Ddx18	9474	8592	8014	9141	8858	8881	6976	7753	8711			
Gm37664	0	0	0	0	0	0	0	0	0			
Gm23690	1	10	5	17	7	7	2	2	4			
Gm28591	0	0	0	0	0	0	0	0	0			
Gm37920	0	0	0	0	0	0	0	0	0			
Gm15394	0	0	0	0	0	0	0	0	0			
1700019A02Rik	0	4	3	12	0	9	7	4	0			
Gm8392	0	0	1	3	0	0	0	0	2			
Gm28590	0	0	0	0	0	0	0	0	0			
Gm24547	0	0	0	0	0	0	0	0	0			
Gm36982	0	0	0	0	0	0	0	0	0			
Gm25771	0	0	0	0	0	0	0	0	0			
Gm29192	0	0	0	0	0	0	0	0	0			
Gm37970	0	0	0	0	0	0	0	0	0			
Gm8403	0	0	0	0	0	0	0	0	0			
Sp100	2	0	0	0	0	0	0	2	4			
Gm28911	0	0	0	0	0	0	0	0	0			
Gm20058	0	0	0	0	0	0	0	0	0			
Gm28912	0	0	0	0	0	0	0	0	0			
5S_rRNA	0	0	0	0	0	0	0	0	0			
Lbr	10588	11308	9817	10349	9977	9398	8269	8830	10150			
5S_rRNA	0	1	0	2	0	0	1	0	2			
Gm5533	0	0	0	0	0	0	0	0	0			
A630001G21Rik	0	14	0	2	4	6	18	13	12			
Mir8096	0	0	0	0	0	0	0	0	0			
9930111H07Rik	0	0	0	0	0	0	0	0	0			
Metazoa_SRP	0	0	0	0	0	0	0	0	0			
Pms1	1294	1455	1255	1383	1173	1184	961	1010	1168			
Gm28777	0	0	5	1	2	0	1	0	0			
Ormdl1	1557	1660	1437	1791	1405	1320	1221	1321	1588			
Gm28778	0	0	0	0	0	0	0	0	0			
Cab39	6826	6686	5813	7064	7202	6657	5256	5585	6282			
Itm2c	3605	3876	3509	3600	3609	3330	2871	3108	3465			
4933407L21Rik	80	102	76	59	78	34	40	73	70			
Gm28884	0	0	0	0	0	0	0	0	0			
Gpr55	0	0	0	0	0	0	0	0	0			
Gm28100	0	0	0	0	0	0	0	0	0			
Gm18180	0	46	0	8	3	4	2	2	6			
Osgepl1	636	595	562	671	684	598	533	604	659			
Gm28551	0	0	4	6	3	5	1	0	0			
Gm18800	0	0	4	0	2	0	1	2	1			
Dpp10	0	1	0	0	0	2	0	0	0			
Gm37478	0	0	0	0	0	0	0	0	0			
Gm37221	0	0	0	0	0	0	0	0	0			
Gm24791	0	0	0	0	0	0	0	0	0			
Gm37066	0	0	0	0	0	0	0	0	0			
Gm37781	0	0	0	0	0	0	0	0	0			
Gm37396	2	0	0	0	0	0	0	0	0			
Gm38263	0	0	0	0	0	0	0	0	0			
Gm28929	0	0	1	0	0	0	0	0	0			
Gm18875	0	0	0	0	0	0	0	0	0			
Gm37551	0	0	0	0	0	0	0	0	0			
Gm38073	0	0	0	0	0	0	0	0	0			
Gm25578	0	0	0	0	0	0	0	0	0			
Gm28299	0	0	0	0	0	0	0	0	0			
Gm37717	0	0	0	0	0	0	0	0	0			
1700121L03Rik	0	0	0	0	0	0	0	0	0			
Asnsd1	289	356	231	236	252	273	211	234	244			
Gm50478	0	0	0	0	0	0	0	0	0			
Gm28779	0	0	0	0	0	0	0	0	0			
Gm6799	0	0	0	0	0	0	0	0	0			
Gm6801	0	0	0	0	0	0	0	0	0			
Spata3	2	0	0	0	2	0	0	2	0			
Stau2	1915	1813	1671	1641	1562	1325	1321	1465	1655			
2810459M11Rik	5	20	18	32	12	22	18	26	30			
Gm7568	0	0	0	0	0	0	0	0	0			
Ube2w	2161	2356	1951	2548	2039	2100	1687	1836	2123			
Gm38342	1	2	0	0	0	5	0	0	0			
Dnah7a	6	4	8	10	10	4	14	8	4			
Psmd1	11524	11442	10120	13670	13043	12650	8944	9911	11333			
Gm22786	1	0	1	0	2	0	0	0	0			
Htr2b	0	0	0	0	0	0	0	0	0			
Gm37914	0	2	4	2	0	13	3	6	13			
Gm21972	0	0	0	0	0	0	0	0	0			
Stk17b	2824	2772	2344	3268	3188	2960	2148	2367	2790			
Gm37863	0	0	0	0	0	0	0	0	0			
Actr3	16919	17377	15735	18509	16969	16427	12562	13800	15653			
Gm28706	0	0	0	0	0	0	0	0	0			
Eloc	5117	5286	4670	6513	5536	5182	4212	4317	5125			
D030040B21Rik	5	12	6	18	14	4	5	5	4			
Idi1-ps5	0	0	0	0	0	0	0	0	0			
Slc35f5	1665	1819	1580	2057	1876	1831	1478	1592	1708			
Tmem70	2779	2908	2741	3216	2627	2722	2485	2772	3010			
Gm18444	0	0	0	0	0	0	0	0	0			
Gpr39	0	0	0	2	0	0	0	0	0			
Ly96	62	38	40	35	66	62	32	43	56			
Gm29649	0	0	0	0	0	0	0	0	0			
Gm5828	6	2	3	16	8	4	0	0	2			
Lypd1	22	20	18	42	46	55	28	23	24			
Gm28376	0	0	0	0	0	0	0	0	0			
4921511E07Rik	0	0	0	0	0	0	0	0	0			
Jph1	687	687	665	699	643	592	652	585	711			
Gm28783	0	0	0	0	0	0	0	0	0			
Gdap1	1030	1117	873	1619	1474	1418	889	926	1055			
Gm28784	1	2	0	0	0	1	0	0	0			
Gm28785	0	0	0	0	0	0	0	0	0			
Gm5251	0	0	0	0	0	0	0	0	0			
Rbm6-ps1	4	8	0	6	7	6	6	10	6			
Gm6075	1	1	0	0	0	0	1	0	0			
Gm25166	0	0	0	0	0	0	0	0	0			
Hecw2	371	422	348	311	307	241	233	212	264			
Pi15	2	8	0	6	2	4	4	2	2			
Gm28154	2	0	0	0	2	2	0	1	0			
Mir7681	0	0	0	0	0	0	0	0	0			
Gm24251	0	0	0	0	0	0	0	0	0			
Gm37633	0	0	0	0	0	0	0	0	0			
Gm25829	0	0	0	4	0	0	0	0	2			
Gm16070	10	5	4	6	5	2	4	0	7			
Crispld1	36	48	25	56	65	58	66	76	68			
Gm28153	2	0	0	0	0	0	0	0	0			
Gm7690	0	0	0	0	0	0	0	0	0			
Gm18775	0	1	0	0	0	0	0	0	0			
Gm17969	0	0	0	0	0	0	0	0	0			
Gm28756	8	3	10	7	14	13	8	7	8			
Gm28755	0	0	0	0	0	0	0	0	0			
Gm45784	0	0	0	0	0	0	0	0	0			
Ccdc150	38	25	31	21	29	21	20	11	24			
Crisp4	0	0	0	0	0	0	0	0	0			
Defb44-ps	0	0	0	0	0	0	0	0	0			
Defb18	0	0	0	0	0	0	0	0	0			
Gtf3c3	3133	3146	2801	3227	2777	2932	2316	2449	2820			
Gm34066	4	0	0	2	1	2	0	2	2			
Nckap5	82	101	77	117	131	104	52	46	58			
Defb41	0	0	0	0	0	0	13	4	5			
Gm17837	0	2	0	3	6	0	2	1	4			
Gm5252	0	0	0	0	0	0	0	0	0			
Gm37161	0	0	0	0	0	0	0	0	0			
Gm24075	0	0	0	0	0	0	0	0	0			
Gm37936	0	0	0	0	0	0	0	0	0			
Gm28343	0	0	0	0	0	0	0	0	0			
Gm38177	0	0	0	0	0	0	0	0	0			
Gm28344	0	0	0	0	0	0	0	0	0			
4930599A14Rik	0	0	0	0	0	0	0	0	0			
Gm15825	0	0	0	0	0	0	0	0	0			
Enah	15555	15378	13887	14704	14378	14170	11326	11966	13894			
Gm5261	0	0	0	0	0	0	0	0	0			
2700078F05Rik	0	2	0	0	0	0	0	2	0			
Gm38359	2	6	0	0	0	2	0	0	0			
Gm37018	0	0	0	0	0	0	0	0	0			
Tfap2d	0	0	0	0	0	0	0	0	0			
Gm37258	0	0	0	0	4	0	2	2	0			
Gm10075	0	8	16	5	7	2	3	8	3			
Pgap1	2430	2442	2455	2144	2097	2043	2280	2439	3046			
Gm37177	0	0	0	0	0	0	0	0	0			
Gm36955	2	0	0	1	3	4	4	0	0			
Gm19637	0	0	0	0	0	0	0	0	0			
Srp9	3847	3955	3456	4845	4295	4261	3326	3403	3727			
Gm17968	0	0	0	0	0	0	0	0	0			
Vmn1r1	0	0	0	0	0	0	0	0	0			
Mgat5	2315	2254	1962	1664	1784	1903	1470	1580	1740			
Gm37772	0	0	0	0	0	0	0	0	0			
Degs1	2513	2667	2236	3106	2711	2746	2353	2449	3054			
Gm37510	1	0	0	0	7	0	1	0	16			
Gm8451	42	62	29	44	29	56	33	36	43			
Gm23370	0	0	0	0	0	0	0	0	0			
1700047M11Rik	0	0	0	0	0	0	2	0	4			
Gm23734	1	0	0	1	1	0	0	0	1			
Gm38301	0	0	0	0	0	0	0	0	0			
Ralgps2	20640	19982	17602	15884	15500	15046	16307	18155	20910			
Tfap2b	0	0	0	0	0	0	0	0	0			
Gm28340	0	0	0	0	0	0	0	0	0			
Gm28341	0	0	0	0	0	0	0	0	0			
Gm4849	2	2	2	0	2	0	3	2	3			
SNORD29	0	0	0	0	0	0	0	0	0			
Gm38382	0	0	0	0	0	0	0	0	0			
Gm28693	2	6	2	0	0	2	1	0	0			
Fbxo28	3954	3927	3565	4633	4349	4386	3105	3400	3805			
Gm5706	0	0	0	0	0	0	0	0	0			
Gm10517	36	38	16	32	31	25	12	15	13			
Angptl1	0	0	0	0	6	2	10	8	12			
Gm37802	9	2	6	8	4	6	7	9	10			
Gm37943	3	2	6	6	18	2	2	4	6			
4930439D14Rik	21	21	14	23	15	9	7	12	23			
Gm28694	0	2	0	0	0	2	2	2	5			
Gm10531	0	0	0	0	0	0	0	2	0			
Tmem163	247	242	208	237	258	256	160	167	194			
Acmsd	0	0	0	0	0	0	0	4	2			
2900009J06Rik	16	21	23	10	8	10	18	20	15			
Trp53bp2	5043	4977	4422	4934	5074	5100	4039	4431	4838			
Armc9	928	814	881	1093	1040	998	614	664	854			
Gm16341	0	0	0	0	0	0	0	0	0			
B3gnt7	6	4	2	4	8	8	4	6	6			
Gm28626	0	0	0	0	0	0	0	0	0			
Pkhd1	0	0	0	0	0	0	0	0	0			
Gm5258	0	0	0	0	0	0	0	0	0			
Gm28627	0	0	0	0	0	0	0	0	0			
Gm37315	0	0	0	0	0	0	0	0	0			
4930486I03Rik	0	0	0	0	0	0	0	0	0			
Gm15795	0	0	0	0	0	0	0	0	0			
Gm24162	0	0	0	0	0	0	0	0	0			
Lincmd1	0	0	0	0	0	0	0	0	0			
Mir206	0	0	0	0	0	0	0	0	0			
Mir133b	0	0	0	0	0	0	0	0	0			
Il17a	0	0	0	0	0	0	0	0	0			
Ccnt2	5653	5200	4724	5134	4911	4677	4093	4280	5419			
Il17f	6	11	5	21	21	13	13	13	16			
Ankrd44	2299	2092	2034	2099	2116	1987	999	1129	1205			
Ncl	63897	61676	55044	70299	69434	71845	46425	48886	58364			
4930444A19Rik	0	0	0	0	0	2	0	0	0			
Gm37370	6	0	0	6	2	2	0	2	4			
Snora75	0	0	0	0	0	0	0	0	0			
Mir3535	0	0	0	0	0	0	0	0	2			
A130048G24Rik	0	0	0	0	0	0	0	0	0			
SNORD20	0	0	0	0	0	0	0	0	0			
Snord82	1	0	1	0	0	2	0	0	0			
C130036L24Rik	182	243	189	143	169	162	140	138	139			
Capn2	5292	5229	4686	5006	5212	4894	3923	4319	4877			
Gm45908	0	0	0	0	0	0	0	2	0			
Gm37885	6	10	5	7	9	8	11	13	36			
Gm37069	0	0	0	0	0	6	2	10	6			
Nmur1	2	0	0	0	0	0	3	1	4			
Tex44	0	0	0	0	0	0	2	0	0			
Rpl30-ps6	0	0	0	0	0	0	0	0	0			
Map3k19	2	0	0	4	0	0	2	6	2			
Mcm3	18169	17751	16439	19885	19992	19420	11947	13274	14957			
Gm20587	0	0	0	0	0	0	0	2	0			
Gm28065	0	0	0	0	0	0	0	0	0			
Gm24723	0	0	0	0	0	0	0	0	0			
6720483E21Rik	2	8	6	4	3	4	6	7	5			
Tex35	6	0	1	0	1	2	0	0	3			
Gm30694	0	0	0	2	0	0	0	0	0			
Sf3b1	26882	27796	23880	24602	24416	23833	20909	21698	26639			
E330011M16Rik	3	0	2	0	3	12	2	0	0			
Ptma	101112	105207	95085	96816	98246	95611	82217	86094	96956			
Paqr8	78	91	90	95	109	115	76	98	92			
Gm24171	0	0	0	0	0	0	0	0	0			
Gm28064	0	0	0	0	0	0	0	0	0			
Efhc1	10	0	10	12	6	6	6	6	8			
Pde6d	1942	2048	1866	1843	1628	1618	1521	1868	1912			
Gm37152	0	0	0	0	0	0	0	0	0			
Coq10b	663	677	563	1115	941	870	604	569	642			
Gm17971	3	12	10	10	6	6	6	7	20			
Tram2	356	316	306	429	356	376	226	222	259			
Gm28287	0	0	0	0	1	0	2	0	0			
Gm2693	6	0	4	0	2	0	0	0	1			
